order_id,order_date,store_location,lens_type,lens_index,power,coating,frame_type,inventory_available,current_stage,sla_hours,time_in_stage_hours,total_processing_hours,qc_failed,reorder_required,delay_reason,delayed
222,2025-02-22,Delhi,Single Vision,1.5,-2.19,Photochromic,Half Rim,1,Prescription Verification,48,25,63,0,0,,0
223,2025-04-25,Chennai,Single Vision,1.5,-0.42,Photochromic,Aviator,1,Packing,48,20,83,0,0,,0
224,2025-08-31,Chennai,Single Vision,1.6,-0.56,Anti Glare,Full Rim,1,QC,48,49,66,0,0,,0
225,2025-02-01,Chennai,Single Vision,1.67,4.06,Blue Cut,Aviator,1,Lens Cutting,48,6,31,0,0,,0
226,2024-10-02,Hyderabad,Single Vision,1.67,-4.14,UV Protection,Full Rim,0,Packing,48,49,63,0,0,QC Failure,1
227,2024-07-29,Mumbai,Progressive,1.74,2.09,Blue Cut,Full Rim,0,Prescription Verification,120,60,168,0,0,Machine Downtime,1
228,2025-09-05,Hyderabad,Single Vision,1.5,-5.88,Anti Glare,Sports,0,Coating,48,17,86,0,0,Machine Downtime,1
229,2025-10-10,Delhi,Progressive,1.56,5.2,Blue Cut,Aviator,0,Assembly,120,34,70,0,0,,0
230,2025-12-11,Hyderabad,Progressive,1.6,2.42,Blue Cut,Aviator,1,Delivered,120,53,183,0,0,,0
231,2025-10-31,Delhi,Bifocal,1.67,-2.38,UV Protection,Full Rim,0,Delivered,96,19,103,0,0,Supplier Delay,1
232,2025-01-31,Delhi,Single Vision,1.56,-0.07,Anti Glare,Aviator,1,QC,48,21,40,0,0,,0
233,2025-02-10,Mumbai,Single Vision,1.74,-4.84,UV Protection,Rimless,1,Prescription Verification,48,6,49,0,0,,0
234,2025-03-15,Chennai,Single Vision,1.6,-0.13,UV Protection,Rimless,1,Prescription Verification,48,3,61,0,0,,0
235,2025-09-08,Hyderabad,Bifocal,1.74,3.16,Anti Glare,Half Rim,1,Coating,96,2,90,0,0,,0
236,2024-08-13,Chennai,Single Vision,1.6,2.7,Blue Cut,Rimless,1,Coating,48,11,58,0,0,,0
237,2024-07-28,Delhi,High Index,1.74,3.22,UV Protection,Rimless,1,Prescription Verification,168,31,254,0,0,,0
238,2026-04-03,Chennai,Progressive,1.67,0.68,Anti Glare,Full Rim,1,Delivered,120,43,202,0,0,,0
239,2024-06-22,Chennai,Single Vision,1.5,-0.49,UV Protection,Sports,1,Coating,48,50,30,0,0,,0
240,2024-11-18,Hyderabad,Single Vision,1.6,-0.55,Blue Cut,Rimless,1,Delivered,48,63,47,0,0,,0
241,2026-04-03,Chennai,Single Vision,1.6,5.39,UV Protection,Rimless,1,Coating,48,7,41,0,0,,0
242,2025-11-20,Hyderabad,High Index,1.5,-6.15,Anti Glare,Aviator,0,Assembly,168,49,161,1,1,QC Failure,1
243,2024-09-19,Chennai,Single Vision,1.67,1.04,Anti Glare,Sports,1,Order Placed,48,57,32,0,0,,0
244,2025-12-30,Chennai,Single Vision,1.74,-0.04,Blue Cut,Full Rim,1,Assembly,48,64,37,0,0,,0
245,2025-06-07,Mumbai,Bifocal,1.56,4.39,UV Protection,Sports,1,QC,96,66,109,0,0,,0
246,2024-09-18,Chennai,Single Vision,1.67,2.63,UV Protection,Sports,1,Prescription Verification,48,45,28,1,1,,0
247,2025-03-25,Delhi,Bifocal,1.5,-6.98,Anti Glare,Sports,0,Order Placed,96,45,172,0,0,Supplier Delay,1
248,2025-09-01,Chennai,Single Vision,1.5,5.3,Photochromic,Aviator,1,Shipped,48,72,43,0,0,,0
249,2025-02-21,Chennai,Progressive,1.74,-2.15,Photochromic,Full Rim,1,Lens Cutting,120,9,73,0,0,,0
250,2024-11-17,Bangalore,Single Vision,1.5,-7.17,Anti Glare,Half Rim,1,Shipped,48,5,40,0,0,,0
251,2024-07-26,Mumbai,Single Vision,1.6,5.9,Photochromic,Rimless,1,Packing,48,13,70,0,0,,0
252,2025-02-07,Mumbai,Single Vision,1.74,-0.07,UV Protection,Full Rim,1,Packing,48,51,56,0,0,,0
253,2026-03-09,Bangalore,Progressive,1.74,2.39,Anti Glare,Aviator,1,Prescription Verification,120,69,165,0,0,,0
254,2024-08-09,Mumbai,Single Vision,1.74,-2.11,Blue Cut,Aviator,1,Prescription Verification,48,27,46,0,0,,0
255,2025-08-29,Chennai,Bifocal,1.6,2.56,Photochromic,Full Rim,0,Lens Cutting,96,19,159,0,0,Machine Downtime,1
256,2025-09-13,Bangalore,Single Vision,1.6,-6.07,Photochromic,Rimless,1,Packing,48,62,62,0,0,,0
257,2025-06-14,Delhi,Single Vision,1.6,-6.04,UV Protection,Aviator,1,Prescription Verification,48,29,67,0,0,,0
258,2024-07-04,Hyderabad,Progressive,1.6,3.83,UV Protection,Aviator,1,Delivered,120,65,213,0,0,,0
259,2026-03-11,Mumbai,Single Vision,1.56,-0.35,Anti Glare,Sports,1,Delivered,48,1,79,0,0,,0
260,2025-03-26,Hyderabad,Single Vision,1.6,5.73,Anti Glare,Sports,1,Shipped,48,72,64,0,0,,0
261,2025-05-09,Bangalore,High Index,1.56,-3.35,Anti Glare,Sports,1,Lens Cutting,168,35,190,0,0,,0
262,2024-07-05,Bangalore,Single Vision,1.67,2.69,Photochromic,Half Rim,0,Order Placed,48,55,45,0,0,,0
263,2024-12-05,Delhi,High Index,1.6,5.73,Photochromic,Sports,1,QC,168,60,296,1,1,Logistics Delay,1
264,2024-07-29,Bangalore,Bifocal,1.56,-5.63,Photochromic,Half Rim,1,Assembly,96,33,108,0,0,,0
265,2025-12-12,Chennai,Single Vision,1.67,-0.38,Photochromic,Full Rim,1,Order Placed,48,45,68,0,0,,0
266,2024-07-23,Hyderabad,Bifocal,1.67,5.1,Blue Cut,Sports,0,Prescription Verification,96,71,105,0,0,QC Failure,1
267,2025-12-07,Mumbai,Single Vision,1.67,5.09,Anti Glare,Aviator,1,Order Placed,48,23,75,0,0,,0
268,2026-05-05,Delhi,Single Vision,1.56,4.95,Anti Glare,Half Rim,1,Coating,48,44,58,0,0,,0
269,2025-02-13,Delhi,Single Vision,1.5,-6.66,Photochromic,Full Rim,1,Delivered,48,55,33,0,0,,0
270,2026-04-17,Bangalore,Progressive,1.6,-4.62,UV Protection,Half Rim,1,Packing,120,72,99,0,0,,0
271,2025-01-02,Hyderabad,Single Vision,1.74,-0.55,Photochromic,Sports,1,Packing,48,61,26,0,0,,0
272,2024-07-10,Mumbai,Bifocal,1.56,3.83,Anti Glare,Full Rim,1,Shipped,96,8,171,0,0,,0
273,2024-12-02,Mumbai,Single Vision,1.67,-1.04,Photochromic,Rimless,1,Coating,48,3,42,0,0,,0
274,2024-08-28,Delhi,High Index,1.5,0.89,Anti Glare,Half Rim,0,Delivered,168,47,260,0,0,Logistics Delay,1
275,2025-08-06,Hyderabad,Progressive,1.5,-2.61,Photochromic,Sports,1,Shipped,120,40,68,1,1,,0
276,2024-11-15,Bangalore,Progressive,1.67,3.5,Anti Glare,Aviator,1,Order Placed,120,33,173,1,1,Supplier Delay,1
277,2025-12-27,Bangalore,High Index,1.67,-0.5,Blue Cut,Aviator,1,QC,168,49,92,0,0,,0
278,2026-01-07,Hyderabad,Single Vision,1.6,-5.24,UV Protection,Sports,1,Delivered,48,8,56,0,0,,0
279,2024-12-22,Bangalore,Progressive,1.74,-0.01,Blue Cut,Rimless,1,Packing,120,19,137,0,0,,0
280,2026-01-26,Bangalore,Single Vision,1.67,-2.91,Anti Glare,Sports,1,Prescription Verification,48,22,53,0,0,,0
281,2024-10-28,Chennai,Single Vision,1.74,-2.15,Photochromic,Full Rim,1,Prescription Verification,48,65,52,0,0,,0
282,2024-12-16,Chennai,Single Vision,1.6,3.43,Photochromic,Aviator,1,Delivered,48,38,55,0,0,,0
283,2025-11-04,Bangalore,Progressive,1.5,-0.41,Blue Cut,Aviator,0,Order Placed,120,34,177,0,0,Supplier Delay,1
284,2025-07-27,Hyderabad,Progressive,1.67,-4.06,Anti Glare,Rimless,0,Lens Cutting,120,13,198,0,0,Logistics Delay,1
285,2024-08-25,Hyderabad,High Index,1.56,-5.45,Blue Cut,Aviator,0,Packing,168,14,112,0,0,,0
286,2025-07-20,Chennai,Single Vision,1.56,-3.99,Anti Glare,Rimless,0,Assembly,48,13,74,0,0,QC Failure,1
287,2025-04-16,Bangalore,Bifocal,1.74,1.93,UV Protection,Aviator,1,Order Placed,96,13,105,0,0,,0
288,2026-01-31,Chennai,Progressive,1.6,-0.2,UV Protection,Full Rim,1,Prescription Verification,120,6,135,0,0,,0
289,2024-12-24,Hyderabad,Single Vision,1.56,-0.68,Photochromic,Sports,1,Delivered,48,38,83,0,0,,0
290,2024-12-03,Delhi,High Index,1.67,-4.69,Anti Glare,Aviator,0,Shipped,168,18,211,1,1,Logistics Delay,1
291,2024-07-05,Delhi,High Index,1.67,0.85,Blue Cut,Half Rim,0,Lens Cutting,168,52,249,0,0,Machine Downtime,1
292,2024-09-25,Mumbai,High Index,1.56,-0.55,Blue Cut,Rimless,1,QC,168,51,145,0,0,,0
293,2024-06-21,Bangalore,Progressive,1.56,-4.76,Photochromic,Rimless,1,Packing,120,52,194,0,0,,0
294,2025-07-08,Bangalore,Bifocal,1.6,0.99,Blue Cut,Full Rim,1,Delivered,96,48,129,0,0,,0
295,2024-07-29,Chennai,Single Vision,1.6,2.65,Blue Cut,Aviator,1,Lens Cutting,48,67,29,1,1,,0
296,2026-04-18,Bangalore,Single Vision,1.74,-0.5,UV Protection,Half Rim,1,Prescription Verification,48,63,41,0,0,,0
297,2026-05-11,Chennai,Progressive,1.74,0.91,Photochromic,Sports,1,Prescription Verification,120,8,162,0,0,,0
298,2025-05-16,Bangalore,Single Vision,1.67,-1.17,Blue Cut,Rimless,1,Coating,48,37,32,0,0,,0
299,2026-01-31,Delhi,High Index,1.67,-0.66,UV Protection,Full Rim,1,Shipped,168,53,125,0,0,,0
300,2026-05-03,Chennai,High Index,1.5,-4.45,Blue Cut,Aviator,0,Packing,168,64,211,0,0,Supplier Delay,1
301,2026-01-12,Bangalore,Single Vision,1.56,0.25,Anti Glare,Full Rim,1,Prescription Verification,48,43,48,0,0,,0
302,2025-11-08,Chennai,Bifocal,1.5,-4.83,Anti Glare,Half Rim,1,Packing,96,71,114,0,0,,0
303,2025-10-10,Hyderabad,High Index,1.6,-2.06,Photochromic,Half Rim,1,Assembly,168,32,292,0,0,,0
304,2024-10-15,Delhi,High Index,1.74,-0.28,Photochromic,Rimless,1,Assembly,168,54,261,0,0,,0
305,2026-03-17,Chennai,Progressive,1.56,-7.77,UV Protection,Full Rim,1,Order Placed,120,28,213,0,0,,0
306,2025-02-18,Delhi,Single Vision,1.5,-0.38,UV Protection,Full Rim,0,Delivered,48,66,59,0,0,Supplier Delay,1
307,2025-07-05,Delhi,High Index,1.67,-4.81,Photochromic,Half Rim,1,Shipped,168,9,142,0,0,,0
308,2025-12-08,Chennai,Single Vision,1.74,-4.83,Photochromic,Rimless,1,Packing,48,60,32,0,0,,0
309,2024-06-17,Bangalore,Single Vision,1.5,2.67,Photochromic,Aviator,1,Packing,48,13,26,0,0,,0
310,2024-08-05,Mumbai,Bifocal,1.5,-7.67,UV Protection,Sports,1,Lens Cutting,96,66,78,0,0,,0
311,2026-02-13,Chennai,Bifocal,1.74,-2.98,UV Protection,Half Rim,1,Lens Cutting,96,60,128,0,0,,0
312,2025-02-13,Bangalore,Single Vision,1.56,-6.0,Anti Glare,Sports,1,Shipped,48,33,24,0,0,,0
313,2025-04-04,Delhi,Single Vision,1.6,3.29,Blue Cut,Rimless,1,QC,48,11,77,0,0,,0
314,2025-12-09,Bangalore,High Index,1.67,1.38,Blue Cut,Half Rim,1,Assembly,168,44,288,0,0,,0
315,2025-01-31,Bangalore,Single Vision,1.74,-2.26,Blue Cut,Half Rim,1,Coating,48,30,38,0,0,,0
316,2026-03-23,Hyderabad,Single Vision,1.5,-3.31,Blue Cut,Sports,1,QC,48,39,84,0,0,,0
317,2026-05-31,Chennai,Single Vision,1.5,0.85,UV Protection,Sports,1,Assembly,48,43,38,0,0,,0
318,2026-02-06,Bangalore,Single Vision,1.5,3.95,UV Protection,Sports,1,Coating,48,60,39,0,0,,0
319,2025-09-23,Bangalore,Progressive,1.74,2.65,UV Protection,Rimless,1,Order Placed,120,48,164,0,0,,0
320,2025-08-19,Delhi,Single Vision,1.5,-3.73,UV Protection,Aviator,1,QC,48,40,43,1,1,,0
321,2026-05-25,Chennai,Progressive,1.74,3.4,Photochromic,Full Rim,1,Packing,120,33,184,0,0,,0
322,2025-02-05,Mumbai,Single Vision,1.74,-4.04,Photochromic,Rimless,1,Lens Cutting,48,52,26,0,0,,0
323,2025-05-15,Mumbai,Bifocal,1.5,4.4,Anti Glare,Full Rim,1,QC,96,61,149,0,0,,0
324,2025-11-12,Delhi,Single Vision,1.5,5.98,Anti Glare,Aviator,1,Lens Cutting,48,54,33,0,0,,0
325,2024-06-24,Chennai,Single Vision,1.56,-0.38,UV Protection,Half Rim,1,Shipped,48,5,76,0,0,,0
326,2025-05-08,Bangalore,Single Vision,1.6,3.68,UV Protection,Half Rim,1,Order Placed,48,68,81,1,1,Inventory Shortage,1
327,2026-04-26,Chennai,Progressive,1.74,2.02,Photochromic,Full Rim,0,Order Placed,120,37,199,0,0,QC Failure,1
328,2026-06-05,Delhi,Single Vision,1.5,3.27,UV Protection,Half Rim,1,Packing,48,31,69,0,0,,0
329,2026-05-01,Bangalore,Bifocal,1.67,2.02,Anti Glare,Aviator,1,Packing,96,7,133,0,0,,0
330,2026-01-01,Chennai,Single Vision,1.5,-5.07,Blue Cut,Sports,1,Coating,48,9,71,0,0,,0
331,2025-10-15,Mumbai,Progressive,1.74,-3.1,UV Protection,Rimless,0,Coating,120,41,179,0,0,QC Failure,1
332,2025-06-03,Bangalore,Single Vision,1.67,2.89,Anti Glare,Sports,1,Coating,48,41,80,0,0,,0
333,2024-08-23,Mumbai,Bifocal,1.6,-1.2,UV Protection,Sports,0,Assembly,96,16,141,0,0,Supplier Delay,1
334,2024-07-23,Mumbai,Progressive,1.74,-6.12,Anti Glare,Rimless,1,Order Placed,120,5,188,0,0,,0
335,2024-12-24,Hyderabad,Bifocal,1.74,-4.56,Photochromic,Full Rim,1,Assembly,96,30,119,0,0,,0
336,2024-09-26,Delhi,Single Vision,1.6,-0.45,Blue Cut,Rimless,0,Shipped,48,53,77,0,0,Supplier Delay,1
337,2026-03-13,Bangalore,Bifocal,1.6,-7.28,Photochromic,Rimless,0,QC,96,67,124,0,0,Supplier Delay,1
338,2026-01-21,Hyderabad,Bifocal,1.5,-1.59,UV Protection,Rimless,0,Lens Cutting,96,34,150,0,0,Supplier Delay,1
339,2025-08-27,Delhi,Single Vision,1.5,-6.97,UV Protection,Rimless,1,Delivered,48,52,39,0,0,,0
340,2024-10-31,Delhi,Single Vision,1.5,-1.14,Anti Glare,Sports,1,Order Placed,48,49,38,0,0,,0
341,2025-12-05,Delhi,Progressive,1.67,0.17,UV Protection,Half Rim,1,QC,120,64,75,0,0,,0
342,2026-05-14,Delhi,Single Vision,1.56,-2.56,Anti Glare,Sports,1,Assembly,48,49,80,0,0,,0
343,2025-04-04,Chennai,Bifocal,1.6,4.92,Anti Glare,Full Rim,1,Order Placed,96,51,130,0,0,,0
344,2025-07-12,Chennai,Single Vision,1.67,-5.44,Photochromic,Rimless,1,Order Placed,48,29,45,1,1,,0
345,2025-07-01,Mumbai,Progressive,1.5,-1.45,Anti Glare,Sports,1,Prescription Verification,120,16,139,0,0,,0
346,2024-08-04,Chennai,Single Vision,1.56,1.12,UV Protection,Rimless,1,QC,48,42,86,0,0,,0
347,2024-08-31,Mumbai,Progressive,1.5,-3.84,Anti Glare,Aviator,1,Delivered,120,18,144,0,0,,0
348,2025-01-05,Chennai,Progressive,1.74,-5.52,Photochromic,Half Rim,1,Packing,120,53,113,0,0,,0
349,2024-12-20,Chennai,Progressive,1.5,-6.11,UV Protection,Aviator,1,Lens Cutting,120,14,121,0,0,,0
350,2024-12-26,Chennai,Bifocal,1.5,-5.39,Photochromic,Full Rim,1,Coating,96,20,133,0,0,,0
351,2024-11-14,Chennai,Single Vision,1.56,-7.22,Photochromic,Aviator,1,Packing,48,10,27,0,0,,0
352,2025-09-02,Mumbai,Single Vision,1.6,-1.73,UV Protection,Rimless,0,Assembly,48,34,61,0,0,Supplier Delay,1
353,2024-07-25,Hyderabad,Single Vision,1.5,-6.51,Photochromic,Full Rim,0,Delivered,48,70,82,0,0,Machine Downtime,1
354,2025-10-13,Delhi,Single Vision,1.67,1.74,UV Protection,Half Rim,1,Delivered,48,25,37,0,0,,0
355,2025-07-06,Mumbai,Bifocal,1.5,-3.1,UV Protection,Half Rim,1,Lens Cutting,96,46,58,0,0,,0
356,2025-10-18,Hyderabad,Progressive,1.5,-7.35,Blue Cut,Sports,0,Delivered,120,63,172,0,0,Logistics Delay,1
357,2025-01-21,Delhi,Progressive,1.67,-4.02,Photochromic,Half Rim,1,Lens Cutting,120,41,189,0,0,,0
358,2025-09-20,Hyderabad,Single Vision,1.56,-1.95,UV Protection,Aviator,1,Coating,48,57,69,0,0,,0
359,2025-01-22,Delhi,Single Vision,1.56,-5.91,Anti Glare,Aviator,1,Delivered,48,57,48,0,0,,0
360,2024-09-11,Delhi,Single Vision,1.67,0.58,Photochromic,Half Rim,1,Lens Cutting,48,51,63,0,0,,0
361,2025-10-12,Hyderabad,Single Vision,1.5,-0.33,Blue Cut,Full Rim,1,Shipped,48,34,50,0,0,,0
362,2024-12-02,Bangalore,Single Vision,1.5,-6.63,UV Protection,Full Rim,1,Prescription Verification,48,5,57,0,0,,0
363,2026-04-17,Hyderabad,Single Vision,1.5,-3.16,Blue Cut,Half Rim,1,Delivered,48,1,48,0,0,,0
364,2025-05-19,Chennai,Single Vision,1.74,-2.88,Photochromic,Sports,1,Coating,48,32,43,0,0,,0
365,2024-10-10,Chennai,High Index,1.6,-5.46,Anti Glare,Aviator,1,Packing,168,36,236,0,0,,0
366,2025-12-13,Mumbai,Progressive,1.6,4.5,Photochromic,Aviator,1,Lens Cutting,120,15,209,0,0,,0
367,2025-11-07,Chennai,Bifocal,1.67,-1.62,Anti Glare,Full Rim,1,Delivered,96,60,136,0,0,,0
368,2025-09-09,Chennai,Bifocal,1.74,-7.15,Photochromic,Full Rim,1,Order Placed,96,42,120,0,0,,0
369,2025-11-13,Hyderabad,Single Vision,1.56,-6.94,Blue Cut,Rimless,1,Order Placed,48,64,39,0,0,,0
370,2024-07-06,Delhi,Single Vision,1.6,-7.72,Photochromic,Half Rim,1,Shipped,48,43,52,0,0,,0
371,2025-12-17,Mumbai,Progressive,1.5,5.12,Anti Glare,Aviator,0,Delivered,120,51,189,0,0,Inventory Shortage,1
372,2025-03-01,Bangalore,Single Vision,1.74,-6.36,Photochromic,Aviator,1,Prescription Verification,48,13,29,0,0,,0
373,2025-04-05,Bangalore,Progressive,1.6,4.06,UV Protection,Aviator,1,Lens Cutting,120,42,81,0,0,,0
374,2025-02-05,Chennai,Single Vision,1.74,-1.23,Blue Cut,Aviator,1,Packing,48,2,43,1,1,,0
375,2026-02-13,Mumbai,Single Vision,1.6,2.16,UV Protection,Rimless,0,Order Placed,48,49,40,0,0,,0
376,2025-12-29,Mumbai,Bifocal,1.6,3.05,Anti Glare,Sports,0,Prescription Verification,96,13,84,0,0,,0
377,2026-05-17,Delhi,Progressive,1.6,-5.74,UV Protection,Aviator,0,Delivered,120,53,132,0,0,Logistics Delay,1
378,2025-11-03,Hyderabad,Single Vision,1.6,-6.24,Anti Glare,Rimless,1,Assembly,48,34,73,0,0,,0
379,2024-08-01,Mumbai,Bifocal,1.5,1.74,Blue Cut,Sports,1,Order Placed,96,19,99,0,0,,0
380,2025-11-17,Delhi,Single Vision,1.6,-2.06,Anti Glare,Sports,1,Coating,48,33,55,0,0,,0
381,2024-10-27,Mumbai,Bifocal,1.5,-1.55,UV Protection,Full Rim,1,QC,96,37,154,0,0,,0
382,2026-04-12,Delhi,Single Vision,1.56,-5.51,Photochromic,Aviator,1,Lens Cutting,48,17,54,1,1,Logistics Delay,1
383,2025-09-21,Chennai,Single Vision,1.67,-2.48,UV Protection,Aviator,1,Delivered,48,9,52,0,0,,0
384,2025-07-10,Bangalore,Single Vision,1.56,-2.3,Blue Cut,Full Rim,1,Assembly,48,54,37,0,0,,0
385,2025-02-05,Hyderabad,High Index,1.5,-6.42,UV Protection,Sports,0,Coating,168,41,115,0,0,QC Failure,1
386,2025-12-13,Delhi,Single Vision,1.74,-4.89,Photochromic,Rimless,1,Lens Cutting,48,68,38,0,0,,0
387,2024-12-04,Bangalore,Single Vision,1.74,5.14,Anti Glare,Rimless,1,Shipped,48,52,81,0,0,,0
388,2024-10-23,Mumbai,Progressive,1.5,2.83,Photochromic,Sports,0,Delivered,120,37,125,0,0,Supplier Delay,1
389,2025-06-28,Chennai,Progressive,1.74,-3.87,Blue Cut,Half Rim,1,Lens Cutting,120,33,136,0,0,,0
390,2025-05-17,Chennai,Single Vision,1.6,-2.19,UV Protection,Half Rim,1,Order Placed,48,26,80,0,0,,0
391,2025-06-17,Hyderabad,Single Vision,1.74,-5.17,Blue Cut,Full Rim,1,Lens Cutting,48,1,67,0,0,,0
392,2026-05-22,Chennai,Bifocal,1.6,2.68,Photochromic,Half Rim,1,Lens Cutting,96,45,99,0,0,,0
393,2025-03-16,Bangalore,Progressive,1.6,-7.59,Blue Cut,Full Rim,1,Coating,120,49,68,0,0,,0
394,2025-11-21,Bangalore,Progressive,1.67,5.57,Blue Cut,Full Rim,1,QC,120,31,103,0,0,,0
395,2024-09-01,Chennai,Single Vision,1.5,2.74,Photochromic,Rimless,1,Coating,48,35,43,0,0,,0
396,2025-05-21,Mumbai,Bifocal,1.67,3.86,UV Protection,Sports,1,Shipped,96,40,161,0,0,,0
397,2025-05-22,Hyderabad,Progressive,1.6,2.57,Anti Glare,Half Rim,1,Prescription Verification,120,39,137,0,0,,0
398,2025-02-13,Bangalore,Single Vision,1.74,2.55,Photochromic,Aviator,1,Prescription Verification,48,37,46,0,0,,0
399,2025-12-19,Mumbai,High Index,1.67,5.85,Anti Glare,Rimless,0,Order Placed,168,31,159,0,0,,0
400,2025-07-27,Hyderabad,Single Vision,1.74,-0.61,UV Protection,Sports,1,Packing,48,12,63,1,1,QC Failure,1
401,2025-04-29,Chennai,Single Vision,1.74,-3.31,Blue Cut,Sports,1,Assembly,48,32,64,0,0,,0
402,2024-07-21,Mumbai,Progressive,1.5,3.78,Photochromic,Rimless,0,Coating,120,8,119,0,0,Supplier Delay,1
403,2025-02-15,Hyderabad,High Index,1.67,0.42,Anti Glare,Aviator,0,Delivered,168,25,88,0,0,,0
404,2026-02-19,Bangalore,Single Vision,1.74,-5.62,Blue Cut,Sports,1,Assembly,48,55,80,0,0,,0
405,2025-02-09,Chennai,Progressive,1.6,0.87,Blue Cut,Aviator,1,Shipped,120,25,198,0,0,,0
406,2025-06-02,Chennai,Single Vision,1.5,-5.87,Photochromic,Rimless,1,QC,48,59,70,1,1,Logistics Delay,1
407,2025-01-15,Hyderabad,High Index,1.6,4.1,Blue Cut,Half Rim,1,Delivered,168,66,114,0,0,,0
408,2025-03-18,Chennai,Progressive,1.5,-1.86,Anti Glare,Aviator,0,Prescription Verification,120,51,131,0,0,Inventory Shortage,1
409,2026-02-26,Chennai,Single Vision,1.56,-4.22,Photochromic,Sports,1,Coating,48,52,57,1,1,Logistics Delay,1
410,2024-08-10,Bangalore,Single Vision,1.56,0.86,Photochromic,Rimless,1,Coating,48,26,54,0,0,,0
411,2024-09-08,Delhi,Single Vision,1.56,5.12,Photochromic,Aviator,1,Coating,48,67,52,0,0,,0
412,2024-11-13,Mumbai,Bifocal,1.6,-2.44,Blue Cut,Sports,0,Assembly,96,24,147,0,0,QC Failure,1
413,2026-02-15,Delhi,Bifocal,1.74,5.27,Anti Glare,Aviator,1,Prescription Verification,96,45,130,0,0,,0
414,2025-09-01,Mumbai,Bifocal,1.67,-5.49,Photochromic,Aviator,1,Packing,96,42,154,0,0,,0
415,2024-09-02,Delhi,Bifocal,1.74,-3.22,Blue Cut,Aviator,1,Coating,96,52,92,0,0,,0
416,2024-12-12,Mumbai,Single Vision,1.6,-4.4,UV Protection,Full Rim,1,Delivered,48,33,51,0,0,,0
417,2025-09-04,Delhi,Single Vision,1.67,-3.98,Photochromic,Aviator,1,Assembly,48,35,24,0,0,,0
418,2025-11-18,Delhi,Single Vision,1.74,-4.48,Blue Cut,Sports,1,Prescription Verification,48,30,71,0,0,,0
419,2025-12-08,Delhi,Progressive,1.5,-0.28,UV Protection,Half Rim,1,Lens Cutting,120,29,188,0,0,,0
420,2024-09-03,Delhi,Single Vision,1.6,-0.34,Anti Glare,Full Rim,1,Lens Cutting,48,69,39,0,0,,0
421,2025-08-21,Mumbai,Bifocal,1.56,-6.54,Anti Glare,Aviator,1,Shipped,96,1,75,0,0,,0
422,2026-05-27,Mumbai,Single Vision,1.5,1.23,Photochromic,Rimless,1,Coating,48,62,45,0,0,,0
423,2025-02-10,Delhi,Single Vision,1.6,3.96,Anti Glare,Rimless,1,Delivered,48,58,59,0,0,,0
424,2025-01-25,Bangalore,Bifocal,1.6,2.56,UV Protection,Half Rim,1,Lens Cutting,96,9,106,0,0,,0
425,2026-01-06,Chennai,High Index,1.67,-1.22,Anti Glare,Aviator,0,Prescription Verification,168,70,253,0,0,Machine Downtime,1
426,2024-10-21,Chennai,Single Vision,1.56,-3.26,Anti Glare,Sports,1,QC,48,38,31,0,0,,0
427,2026-01-12,Mumbai,Bifocal,1.67,4.44,UV Protection,Sports,1,Shipped,96,50,98,0,0,,0
428,2026-06-03,Delhi,Single Vision,1.56,-5.06,UV Protection,Sports,1,Packing,48,12,42,0,0,,0
429,2024-08-17,Delhi,Single Vision,1.74,3.19,Anti Glare,Sports,1,Shipped,48,38,27,0,0,,0
430,2026-02-09,Mumbai,Single Vision,1.74,-1.89,Photochromic,Sports,1,Packing,48,27,38,0,0,,0
431,2026-03-03,Mumbai,Progressive,1.6,-5.25,Anti Glare,Sports,1,Assembly,120,72,165,0,0,,0
432,2026-04-14,Chennai,Progressive,1.67,-5.24,Photochromic,Full Rim,1,Assembly,120,51,112,0,0,,0
433,2024-08-29,Bangalore,Single Vision,1.67,-1.81,Blue Cut,Rimless,1,QC,48,9,74,0,0,,0
434,2025-04-11,Mumbai,Single Vision,1.67,-1.48,Anti Glare,Sports,1,Packing,48,27,52,0,0,,0
435,2024-11-17,Chennai,Bifocal,1.6,-4.91,Photochromic,Half Rim,0,Shipped,96,28,60,0,0,,0
436,2024-11-15,Chennai,Progressive,1.56,4.04,Anti Glare,Full Rim,1,Packing,120,40,127,0,0,,0
437,2025-09-19,Chennai,Single Vision,1.5,2.17,UV Protection,Sports,1,Packing,48,25,51,1,1,Machine Downtime,1
438,2025-06-30,Bangalore,High Index,1.67,-1.72,UV Protection,Sports,1,Shipped,168,22,193,1,1,Inventory Shortage,1
439,2024-09-04,Bangalore,Bifocal,1.56,-4.88,Blue Cut,Sports,0,Delivered,96,60,166,0,0,Logistics Delay,1
440,2025-02-10,Delhi,Progressive,1.6,-7.34,Anti Glare,Rimless,1,Delivered,120,26,186,0,0,,0
441,2024-09-07,Bangalore,Single Vision,1.6,4.47,Anti Glare,Full Rim,1,Assembly,48,39,42,0,0,,0
442,2026-01-25,Bangalore,High Index,1.67,2.63,Photochromic,Full Rim,0,Assembly,168,25,238,0,0,Inventory Shortage,1
443,2025-06-01,Mumbai,Bifocal,1.67,-4.44,Photochromic,Aviator,1,Assembly,96,48,153,0,0,,0
444,2026-05-17,Mumbai,Single Vision,1.6,3.73,Anti Glare,Rimless,1,Lens Cutting,48,39,53,0,0,,0
